entity	originDate	originPlace	marc:version
Bulletin 1807-03-16	1807-03-16		
Bulletin 1807-03-20	1807-03-20		
Bulletin 1807-03-26	1807-03-26		
Bulletin 1807-04-01	1807-04-01		
Bulletin 1807-04-07	1807-04-07		
Bulletin 1807-04-16	1807-04-16		
Bulletin 1807-04-18	1807-04-18		
Bulletin 1807-04-25	1807-04-25		
Bulletin 1807-04-26	1807-04-26		
Bulletin 1807-05-07	1807-05-07		
Bulletin 1807-05-14	1807-05-14		
Bulletin 1807-05-21	1807-05-21		
Bulletin 1807-05-26	1807-05-26		
Bulletin 1807-05-29	1807-05-29		
Bulletin 1807-06-02	1807-06-02		
Bulletin 1807-06-08	1807-06-08		
Bulletin 1807-06-12	1807-06-12		
Bulletin 1807-06-16	1807-06-16		
Bulletin 1807-06-19	1807-06-19		
Bulletin 1807-06-23	1807-06-23		
Bulletin 1807-06-28	1807-06-28		
Bulletin 1807-07-02	1807-07-02		
Bulletin 1807-07-07	1807-07-07		
Bulletin 1807-07-11	1807-07-11		
Bulletin 1807-07-17	1807-07-17		
Bulletin 1807-08-21	1807-08-21		
Bulletin 1807-08-25	1807-08-25		
Bulletin 1807-08-28	1807-08-28		
Bulletin 1807-08-29	1807-08-29		
Bulletin 1807-08-30	1807-08-30		
Bulletin 1807-09-02	1807-09-02		
Bulletin 1807-09-07	1807-09-07		
Bulletin 1807-09-13	1807-09-13		
Bulletin 1807-09-17	1807-09-17		
Bulletin 1807-09-20	1807-09-20		
Bulletin 1807-09-24	1807-09-24		
Bulletin 1807-10-01	1807-10-01		
Bulletin 1807-10-22	1807-10-22		
Bulletin 1807-10-30	1807-10-30		
Bulletin 1807-11-02	1807-11-02		
Bulletin 1807-11-15	1807-11-15		
Bulletin 1807-11-29	1807-11-29		
Bulletin 1807-12-14	1807-12-14		
Bulletin 1807-12-19	1807-12-19		
Bulletin 1807-12-28	1807-12-28		
Bulletin 1808-07-24	1808-07-24		
Bulletin 1808-07-27	1808-07-27		
Bulletin 1808-07-31	1808-07-31		
Bulletin 1808-08-03	1808-08-03		
Bulletin 1808-08-05	1808-08-05		
Bulletin 1808-08-09	1808-08-09		
Bulletin 1808-08-10	1808-08-10		
Bulletin 1808-08-14	1808-08-14		
Bulletin 1808-08-19	1808-08-19		
Bulletin 1808-08-23	1808-08-23		
Bulletin 1808-08-24	1808-08-24		
Bulletin 1808-08-26	1808-08-26		
Bulletin 1808-08-28	1808-08-28		
Bulletin 1808-08-31	1808-08-31		
Bulletin 1808-09-01	1808-09-01		
Bulletin 1808-09-03	1808-09-03		
Bulletin 1808-09-07	1808-09-07		
Bulletin 1808-09-11	1808-09-11		
Bulletin 1808-09-13	1808-09-13		
Bulletin 1808-09-16	1808-09-16		
Bulletin 1808-09-17	1808-09-17		
Bulletin 1808-09-19	1808-09-19		
Bulletin 1808-09-22	1808-09-22		
Bulletin 1808-09-23	1808-09-23		
Bulletin 1808-09-25	1808-09-25		
Bulletin 1808-09-26	1808-09-26		
Bulletin 1808-09-27	1808-09-27		
Bulletin 1808-09-28	1808-09-28		
Bulletin 1808-09-29	1808-09-29		
Bulletin 1808-10-03	1808-10-03		
Bulletin 1808-10-05	1808-10-05		
Bulletin 1808-10-06	1808-10-06		
Bulletin 1808-10-07	1808-10-07		
Bulletin 1808-10-08	1808-10-08		
Bulletin 1808-10-12	1808-10-12		
Bulletin 1808-10-14	1808-10-14		
Bulletin 1808-10-16	1808-10-16		
Bulletin 1808-10-17	1808-10-17		
Bulletin 1808-10-19	1808-10-19		
Bulletin 1808-10-24	1808-10-24		
Bulletin 1808-10-28	1808-10-28		
Bulletin 1808-11-05	1808-11-05		
Bulletin 1813-05-27	1813-05-27		
Bulletin 1813-06-05	1813-06-05		
Bulletin 1813-06-11	1813-06-11		
Bulletin 1813-07-11	1813-07-11		
Bulletin 1813-07-17	1813-07-17		
Bulletin 1813-08-13	1813-08-13		
Bulletin 1813-08-16	1813-08-16		
Bulletin 1813-08-21	1813-08-21		
Bulletin 1813-08-24	1813-08-24		
Bulletin 1813-08-28	1813-08-28		
Bulletin 1813-08-30	1813-08-30		
Bulletin 1813-09-01	1813-09-01		
Bulletin 1813-09-04	1813-09-04		
Bulletin 1813-09-08	1813-09-08		
Bulletin 1813-09-10	1813-09-10		
Bulletin 1813-09-12	1813-09-12		
Bulletin 1813-09-14	1813-09-14		
Bulletin 1813-09-16	1813-09-16		
Bulletin 1813-09-22	1813-09-22		
Bulletin 1813-09-26	1813-09-26		
Bulletin 1813-09-30	1813-09-30		
Bulletin 1813-09	1813-09		
Bulletin 1813-10-28	1813-10-28		
Bulletin 1813-10-30	1813-10-30		
Bulletin 1813-12-12	1813-12-12		
Bulletin 1813-12-16	1813-12-16		
Bulletin 1813-12-21	1813-12-21		
Bulletin 1813-12-26	1813-12-26		
Bulletin 1814-01-17	1814-01-17		
Bulletin 1814-01-31	1814-01-31		
Bulletin 1814-02-12	1814-02-12		
Bulletin 1813-08-28	1813-08-28		
Bulletin 1807-04-06	1807-04-06		
Bulletin 1807-05-03	1807-05-03		
Bulletin 1813-08-18	1813-08-18		
Bulletin 1813-08-25	1813-08-25		
Bulletin 1813-09-20	1813-09-20		
Bulletin 1813-10-04	1813-10-04		
Bulletin 1813-10-06	1813-10-06		
Bulletin 1813-10-20	1813-10-20		
Bulletin 1813-10-21	1813-10-21		
Bulletin 1813-11-10	1813-11-10		
Bulletin 1813-11-30	1813-11-30		
Bulletin 1813-12-06	1813-12-06		
Bulletin 1814-01-06	1814-01-06		
Evangelier och epistlar 1616 Uppsala	1616	Uppsala	
Evangelier och epistlar 1690 Riga	1690	Riga	
Evangelier och epistlar 1693 Lund	1693	Lund	
Evangelier och epistlar 1700 Lund.	1700	Lund.	
Evangelier och epistlar 1736	1736		
Evangelier och epistlar 1739	1739		
Evangelier och epistlar 1744	1744		
Evangelier och epistlar 1750 Sthlm Kongl.tr.	1750	Sthlm	Kongl.tr.
Evangelier och epistlar 1751 Gbg.	1751	Gbg.	
Evangelier och epistlar 1754 Stockholm	1754	Stockholm	
Evangelier och epistlar 1755 Strängnäs	1755	Strängnäs	
Evangelier och epistlar 1755 Örebro.	1755	Örebro.	
Evangelier och epistlar 1756 Sthlm kongl.tr.	1756	Sthlm	kongl.tr.
Evangelier och epistlar 1757 Göteborg Lange	1757	Göteborg	Lange
Evangelier och epistlar 1758 Örebro.	1758	Örebro.	
Evangelier och epistlar 1759 Sthlm kongl.tr.	1759	Sthlm	kongl.tr.
Evangelier och epistlar 1760 Nyköping.	1760	Nyköping.	
Evangelier och epistlar 1760 Sthlm kongl.tr.	1760	Sthlm	kongl.tr.
Evangelier och epistlar 1761 Västerås.	1761	Västerås.	
Evangelier och epistlar 1763 Örebro.	1763	Örebro.	
Evangelier och epistlar 1764 Örebro	1764	Örebro	
Evangelier och epistlar 1765 Sthlm kongl.tr.	1765	Sthlm	kongl.tr.
Evangelier och epistlar 1766 Örebro.	1766	Örebro.	
Evangelier och epistlar 1769 Örebro.	1769	Örebro.	
Evangelier och epistlar 1770 Örebro.	1770	Örebro.	
Evangelier och epistlar 1771 Sthlm gamla kongl.tr.	1771	Sthlm	gamla kongl.tr.
Evangelier och epistlar 1771 Örebro.	1771	Örebro.	
Evangelier och epistlar 1772 Örebro.	1772	Örebro.	
Evangelier och epistlar 1773 Sthlm f.d. kongl.tr.	1773	Sthlm	f.d. kongl.tr.
Evangelier och epistlar 1773 Örebro.	1773	Örebro.	
Evangelier och epistlar 1774 Sthlm Lange.	1774	Sthlm	Lange.
Evangelier och epistlar 1774 Örebro.	1774	Örebro.	
Evangelier och epistlar 1775 Sthlm f.d. kongl.tr.	1775	Sthlm	f.d. kongl.tr.
Evangelier och epistlar 1776 Norrköping Kongl priviligerad boktryckare på eget förlag	1776	Norrköping	Kongl priviligerad boktryckare på eget förlag
Evangelier och epistlar 1776 Sthlm f.d. kongl.tr.	1776	Sthlm	f.d. kongl.tr.
Evangelier och epistlar 1776 Örebro.	1776	Örebro.	
Evangelier och epistlar 1777 Sthlm f.d. kongl.tr.	1777	Sthlm	f.d. kongl.tr.
Evangelier och epistlar 1777 Sthlm ordenstr.	1777	Sthlm	ordenstr.
Evangelier och epistlar 1777 Sthlm Stolpe.	1777	Sthlm	Stolpe.
Evangelier och epistlar 1777 Örebro.	1777	Örebro.	
Evangelier och epistlar 1778 Sthlm ordenstr.	1778	Sthlm	ordenstr.
Evangelier och epistlar 1778 Örebro.	1778	Örebro.	
Evangelier och epistlar 1779 Örebro.	1779	Örebro.	
Evangelier och epistlar 1780 Sthlm Lange.	1780	Sthlm	Lange.
Evangelier och epistlar 1780 Sthlm Stolpe.	1780	Sthlm	Stolpe.
Evangelier och epistlar 1781 Sthlm ordenstr.	1781	Sthlm	ordenstr.
Evangelier och epistlar 1782 Norrköping.	1782	Norrköping.	
Evangelier och epistlar 1783 Sthlm ordenstr.	1783	Sthlm	ordenstr.
Evangelier och epistlar 1783 Örebro.	1783	Örebro.	
Evangelier och epistlar 1784 Sthlm Fougt.	1784	Sthlm	Fougt.
Evangelier och epistlar 1785 Sthlm Fougt.	1785	Sthlm	Fougt.
Evangelier och epistlar 1785 Sthlm ordenstr.	1785	Sthlm	ordenstr.
Evangelier och epistlar 1786 Linköping	1786	Linköping	
Evangelier och epistlar 1786 Sthlm Lange.	1786	Sthlm	Lange.
Evangelier och epistlar 1786 Sthlm ordenstr.	1786	Sthlm	ordenstr.
Evangelier och epistlar 1786 Örebro.	1786	Örebro.	
Evangelier och epistlar 1787 Sthlm ordenstr.	1787	Sthlm	ordenstr.
Evangelier och epistlar 1788 Sthlm ordenstr.	1788	Sthlm	ordenstr.
Evangelier och epistlar 1788 Örebro.	1788	Örebro.	
Evangelier och epistlar 1789 Örebro.	1789	Örebro.	
Evangelier och epistlar 1790 Örebro.	1790	Örebro.	
Evangelier och epistlar 1791 Sthlm Lindh.	1791	Sthlm	Lindh.
Evangelier och epistlar 1791 Sthlm Ordenstr.	1791	Sthlm	Ordenstr.
Evangelier och epistlar 1792 Sthlm Lange.	1792	Sthlm	Lange.
Evangelier och epistlar 1792 Sthlm Lindh.	1792	Sthlm	Lindh.
Evangelier och epistlar 1792 Sthlm ordenstr.	1792	Sthlm	ordenstr.
Evangelier och epistlar 1792 Örebro.	1792	Örebro.	
Evangelier och epistlar 1793 Nyköping.	1793	Nyköping.	
Evangelier och epistlar 1793 Sthlm Pfeiffer.	1793	Sthlm	Pfeiffer.
Evangelier och epistlar 1794 Nyköping.	1794	Nyköping.	
Evangelier och epistlar 1795 Nyköping.	1795	Nyköping.	
Evangelier och epistlar 1795 Sthlm Lindh.	1795	Sthlm	Lindh.
Evangelier och epistlar 1795 Örebro.	1795	Örebro.	
Evangelier och epistlar 1796 Jönköping	1796	Jönköping	
Evangelier och epistlar 1796 Nyköping.	1796	Nyköping.	
Evangelier och epistlar 1796 Sthlm Lange.	1796	Sthlm	Lange.
Evangelier och epistlar 1796 Sthlm ordenstr.	1796	Sthlm	ordenstr.
Evangelier och epistlar 1797 Nyköping.	1797	Nyköping.	
Evangelier och epistlar 1797 Sthlm Lindh.	1797	Sthlm	Lindh.
Evangelier och epistlar 1797 Sthlm ordenstr.	1797	Sthlm	ordenstr.
Evangelier och epistlar 1797 Stockholm.	1797	Stockholm.	
Evangelier och epistlar 1797 Örebro.	1797	Örebro.	
Evangelier och epistlar 1798 Linköping.	1798	Linköping.	
Evangelier och epistlar 1798 Lund.	1798	Lund.	
Evangelier och epistlar 1798 Nyköping.	1798	Nyköping.	
Evangelier och epistlar 1798 Sthlm Lindh.	1798	Sthlm	Lindh.
Evangelier och epistlar 1798 Sthlm ordenstr.	1798	Sthlm	ordenstr.
Evangelier och epistlar 1798 Örebro.	1798	Örebro.	
Evangelier och epistlar 1799 Gbg.	1799	Gbg.	
Evangelier och epistlar 1799 Nyköping.	1799	Nyköping.	
Evangelier och epistlar 1799 Sthlm Lindh.	1799	Sthlm	Lindh.
Evangelier och epistlar 1799 Sthlm ordenstr.	1799	Sthlm	ordenstr.
Evangelier och epistlar 1799 Örebro.	1799	Örebro.	
Evangelier och epistlar 1800 Nyköping.	1800	Nyköping.	
Evangelier och epistlar 1800 Sthlm ordenstr.	1800	Sthlm	ordenstr.
Evangelier och epistlar 1800 Örebro.	1800	Örebro.	
Evangelier och epistlar 1801 Nyköping.	1801	Nyköping.	
Evangelier och epistlar 1801 Sthlm Lange.	1801	Sthlm	Lange.
Evangelier och epistlar 1801 Sthlm Marquard.	1801	Sthlm	Marquard.
Evangelier och epistlar 1801 Sthlm ordenstr.	1801	Sthlm	ordenstr.
Evangelier och epistlar 1802 Gbg.	1802	Gbg.	
Evangelier och epistlar 1802 Nyköping.	1802	Nyköping.	
Evangelier och epistlar 1802 Sthlm Lindh.	1802	Sthlm	Lindh.
Evangelier och epistlar 1802 Sthlm Marquard.	1802	Sthlm	Marquard.
Evangelier och epistlar 1802 Sthlm ordenstr.	1802	Sthlm	ordenstr.
Evangelier och epistlar 1802 Örebro.	1802	Örebro.	
Evangelier och epistlar 1803 Nyköping.	1803	Nyköping.	
Evangelier och epistlar 1803 Sthlm ordenstr.	1803	Sthlm	ordenstr.
Evangelier och epistlar 1803 Strängnäs.	1803	Strängnäs.	
Evangelier och epistlar 1803 Örebro.	1803	Örebro.	
Evangelier och epistlar 1804 Norrköping.	1804	Norrköping.	
Evangelier och epistlar 1804 Sthlm Lindh.	1804	Sthlm	Lindh.
Evangelier och epistlar 1804 Sthlm ordenstr.	1804	Sthlm	ordenstr.
Evangelier och epistlar 1804 Örebro.	1804	Örebro.	
Evangelier och epistlar 1805 Jönköping.	1805	Jönköping.	
Evangelier och epistlar 1805 Nyköping.	1805	Nyköping.	
Evangelier och epistlar 1805 Sthlm Lindh.	1805	Sthlm	Lindh.
Evangelier och epistlar 1805 Sthlm ordenstr.	1805	Sthlm	ordenstr.
Evangelier och epistlar 1805 Stockholm.	1805	Stockholm.	
Evangelier och epistlar 1805 Örebro.	1805	Örebro.	
Evangelier och epistlar 1806 Gbg.	1806	Gbg.	
Evangelier och epistlar 1806 Lund.	1806	Lund.	
Evangelier och epistlar 1806 Nyköping	1806	Nyköping	
Evangelier och epistlar 1806 Nyköping.	1806	Nyköping.	
Evangelier och epistlar 1806 Sthlm Lindh.	1806	Sthlm	Lindh.
Evangelier och epistlar 1806 Sthlm ordenstr.	1806	Sthlm	ordenstr.
Evangelier och epistlar 1806 Örebro.	1806	Örebro.	
Evangelier och epistlar 1807 Nyköping.	1807	Nyköping.	
Evangelier och epistlar 1807 Sthlm Lindh.	1807	Sthlm	Lindh.
Evangelier och epistlar 1807 Sthlm Ordenstr.	1807	Sthlm	Ordenstr.
Evangelier och epistlar 1807 Strängnäs.	1807	Strängnäs.	
Evangelier och epistlar 1808 Nyköping.	1808	Nyköping.	
Evangelier och epistlar 1808 Strängnäs.	1808	Strängnäs.	
Evangelier och epistlar 1808 Örebro.	1808	Örebro.	
Evangelier och epistlar 1809 Strängnäs.	1809	Strängnäs.	
Evangelier och epistlar 1810 Nyköping.	1810	Nyköping.	
Evangelier och epistlar 1810 Örebro.	1810	Örebro.	
Evangelier och epistlar 1811 Sthlm ordenstr.	1811	Sthlm	ordenstr.
Evangelier och epistlar 1812 Nyköping.	1812	Nyköping.	
Evangelier och epistlar 1812 Sthlm Lindh.	1812	Sthlm	Lindh.
Evangelier och epistlar 1812 Sthlm ordenstr.	1812	Sthlm	ordenstr.
Evangelier och epistlar 1812 Örebro.	1812	Örebro.	
Evangelier och epistlar 1813 Halmstad.	1813	Halmstad.	
Evangelier och epistlar 1813 Örebro.	1813	Örebro.	
Evangelier och epistlar 1814 Göteborg	1814	Göteborg	
Evangelier och epistlar 1816 Sthlm Lindh.	1816	Sthlm	Lindh.
Evangelier och epistlar 1816 Sthlm ordenstr.	1816	Sthlm	ordenstr.
Evangelier och epistlar 1816 Örebro.	1816	Örebro.	
Evangelier och epistlar 1817 Sthlm Lindh.	1817	Sthlm	Lindh.
Evangelier och epistlar 1817 Sthlm ordenstr.	1817	Sthlm	ordenstr.
Evangelier och epistlar 1817 Örebro.	1817	Örebro.	
Evangelier och epistlar 1818 Örebro.	1818	Örebro.	
Evangelier och epistlar 1819 Gbg.	1819	Gbg.	
Evangelier och epistlar 1819 Sthlm Elmén.	1819	Sthlm	Elmén.
Evangelier och epistlar 1819 Sthlm Grahn.	1819	Sthlm	Grahn.
Evangelier och epistlar 1819 Sthlm Lindh.	1819	Sthlm	Lindh.
Evangelier och epistlar 1819 Örebro.	1819	Örebro.	
Evangelier och epistlar 1820 Gbg.	1820	Gbg.	
Evangelier och epistlar 1820 Jönköping.	1820	Jönköping.	
Evangelier och epistlar 1820 Nyköping.	1820	Nyköping.	
Evangelier och epistlar 1820 Sthlm Berglund.	1820	Sthlm	Berglund.
Evangelier och epistlar 1820 Sthlm Grahn.	1820	Sthlm	Grahn.
Evangelier och epistlar 1820 Sthlm Lindh.	1820	Sthlm	Lindh.
Evangelier och epistlar 1820 Strängnäs.	1820	Strängnäs.	
Evangelier och epistlar 1820 Örebro.	1820	Örebro.	
Evangelier och epistlar 1821 Sthlm Lindh.	1821	Sthlm	Lindh.
Evangelier och epistlar 1822 Gbg.	1822	Gbg.	
Evangelier och epistlar 1823 Sthlm Norstedt.	1823	Sthlm	Norstedt.
Evangelier och epistlar 1823 Örebro.	1823	Örebro.	
Evangelier och epistlar 1824 Jönköping.	1824	Jönköping.	
Evangelier och epistlar 1824 Kalmar.	1824	Kalmar.	
Evangelier och epistlar 1824 Sthlm Norstedt.	1824	Sthlm	Norstedt.
Evangelier och epistlar 1824 Sthlm Rumstedt.	1824	Sthlm	Rumstedt.
Evangelier och epistlar 1824 Strängnäs.	1824	Strängnäs.	
Evangelier och epistlar 1824 Åbo.	1824	Åbo.	
Evangelier och epistlar 1824 Örebro.	1824	Örebro.	
Evangelier och epistlar 1825 Gbg.	1825	Gbg.	
Evangelier och epistlar 1825 Kalmar.	1825	Kalmar.	
Evangelier och epistlar 1825 Linköping.	1825	Linköping.	
Evangelier och epistlar 1825 Sthlm Norstedt.	1825	Sthlm	Norstedt.
Evangelier och epistlar 1825 Sthlm Rumstedt.	1825	Sthlm	Rumstedt.
Evangelier och epistlar 1825 Stockholm.	1825	Stockholm.	
Evangelier och epistlar 1826 Jönköping.	1826	Jönköping.	
Evangelier och epistlar 1826 Sthlm Marquard.	1826	Sthlm	Marquard.
Evangelier och epistlar 1826 Sthlm Norstedt.	1826	Sthlm	Norstedt.
Evangelier och epistlar 1826 Örebro.	1826	Örebro.	
Evangelier och epistlar 1827 Sthlm Elmén.	1827	Sthlm	Elmén.
Evangelier och epistlar 1827 Sthlm Norstedt.	1827	Sthlm	Norstedt.
Evangelier och epistlar 1827 Örebro.	1827	Örebro.	
Evangelier och epistlar 1828 Jönköping.	1828	Jönköping.	
Evangelier och epistlar 1828 Karlskrona.	1828	Karlskrona.	
Evangelier och epistlar 1828 Sthlm Norstedt.	1828	Sthlm	Norstedt.
Evangelier och epistlar 1828 Sthlm Rumstedt.	1828	Sthlm	Rumstedt.
Evangelier och epistlar 1828 Örebro.	1828	Örebro.	
Evangelier och epistlar 1829 Gbg.	1829	Gbg.	
Evangelier och epistlar 1829 Jönköping.	1829	Jönköping.	
Evangelier och epistlar 1829 Nyköping.	1829	Nyköping.	
Evangelier och epistlar 1829 Sthlm Norstedt.	1829	Sthlm	Norstedt.
Evangelier och epistlar 1829 Örebro.	1829	Örebro.	
Evangelier och epistlar 1831 Örebro	1831	Örebro	
Evangelier och epistlar 1832 Sthlm Hörberg.	1832	Sthlm	Hörberg.
Evangelier och epistlar 1832 Uddevalla	1832	Uddevalla	
Evangelier och epistlar 1832 Västerås	1832	Västerås	
Evangelier och epistlar 1833 Göteborg.	1833	Göteborg.	
Evangelier och epistlar 1834 Uddevalla	1834	Uddevalla	
Evangelier och epistlar 1835 Nyköping.	1835	Nyköping.	
Evangelier och epistlar 1835 Skara.	1835	Skara.	
Evangelier och epistlar 1837 Jönköping.	1837	Jönköping.	
Evangelier och epistlar 1844 Sthlm Norstedt	1844	Sthlm	Norstedt
Evangelier och epistlar 1858 Sthlm	1858	Sthlm	
Evangelier och epistlar 1863 Gbg	1863	Gbg	
Evangelier och epistlar 1864 Gbg	1864	Gbg	
Evangelier och epistlar, 1815 Örebro	1815	Örebro	
